U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
411.45,179.5,128.4,39.84,90.55,25.264,19.697,88.75,2836.3,40.96,29.08,0.0002,1.177,1.03,29.96,normal
424.75,181.37,130.46,38.77,90.09,24.223,20.371,91.49,2704.0,36.43,30.12,0.000147,1.204,1.052,30.65,normal
409.91,178.01,130.89,38.37,89.72,25.197,20.146,90.39,2574.9,40.77,30.51,0.000231,1.131,1.047,30.43,normal
408.83,180.05,129.34,39.83,89.19,24.079,18.96,90.18,2665.0,37.69,27.39,0.00021,1.132,1.041,29.58,normal
412.17,179.27,129.48,40.36,89.96,24.568,19.587,89.22,2679.7,37.19,29.84,0.000182,1.141,0.936,29.14,normal
412.86,179.51,130.64,40.31,89.24,24.74,19.76,90.3,2669.7,38.61,29.0,0.000218,1.227,1.016,33.76,normal
416.22,181.5,129.14,39.52,93.16,25.721,19.899,88.98,2925.6,40.99,28.94,0.000185,1.214,1.026,29.11,normal
412.97,180.81,129.06,40.02,89.69,24.68,20.602,90.08,2784.6,38.11,31.64,0.000185,1.257,1.042,32.73,normal
406.37,182.01,131.44,38.16,89.51,24.355,21.601,92.88,2722.3,38.73,34.19,0.000211,1.113,1.021,28.63,normal
402.95,179.77,131.06,40.46,89.3,25.219,18.771,90.54,2721.0,40.01,26.47,0.000243,1.124,1.062,31.62,normal
412.99,178.96,130.72,40.16,92.31,24.87,20.152,88.59,2715.0,39.72,29.72,0.000208,1.223,0.927,33.57,normal
423.6,179.66,131.11,41.97,87.87,25.474,20.035,90.46,2723.2,42.11,29.09,0.000177,1.156,1.022,29.32,normal
413.8,180.36,127.63,40.01,90.47,24.393,19.91,88.75,2846.1,37.83,30.25,0.000189,1.16,1.019,28.67,normal
405.22,180.26,131.62,39.06,89.69,25.127,20.271,91.57,2679.0,41.14,30.95,0.000225,1.251,1.036,29.14,normal
419.42,178.37,130.47,39.95,88.15,26.482,20.075,90.37,2829.9,45.72,29.56,0.000212,1.172,1.062,29.96,normal
406.51,180.14,131.21,39.67,88.94,24.856,19.819,91.37,2644.3,40.43,30.17,0.000229,1.178,0.964,30.64,normal
407.67,180.34,130.46,40.43,90.41,25.112,20.015,89.98,2750.6,40.92,28.57,0.000212,1.187,1.06,29.92,normal
407.31,183.78,130.06,40.03,88.88,24.003,20.278,92.44,2841.2,38.03,30.43,0.000223,1.191,1.033,29.16,normal
400.97,182.82,129.67,38.74,90.34,24.488,20.231,91.7,2874.8,38.93,30.8,0.00026,1.234,0.993,33.91,normal
424.96,178.72,130.44,38.36,92.25,25.276,20.094,89.24,2709.8,41.65,31.14,0.000159,1.139,0.964,29.6,normal
394.2,179.57,129.63,40.26,90.22,24.802,19.708,89.36,2716.0,38.26,28.77,0.000272,1.191,1.008,28.76,normal
410.49,177.8,131.04,41.38,88.11,25.369,21.41,89.68,2633.7,40.99,34.81,0.000228,1.258,1.011,31.66,normal
399.8,179.11,128.1,40.08,88.9,25.255,20.18,89.11,2789.2,41.13,29.97,0.000279,1.307,1.014,31.69,normal
415.71,180.47,129.35,40.81,89.63,24.209,20.381,89.69,2727.4,37.68,31.69,0.000171,1.132,0.975,32.82,normal
409.55,181.81,132.45,41.01,89.54,25.609,19.746,91.85,2721.1,44.27,30.66,0.000211,1.217,1.024,33.86,normal
411.03,178.91,129.25,40.27,90.2,24.254,20.095,88.85,2639.9,37.69,29.46,0.000205,1.19,0.984,30.69,normal
408.73,179.02,129.71,39.19,90.41,24.541,20.091,89.57,2734.0,36.91,30.37,0.000227,1.195,1.049,29.42,normal
408.65,176.78,128.94,40.2,92.25,25.138,19.044,86.62,2650.6,40.45,27.9,0.000214,1.161,1.068,26.2,normal
410.76,179.76,130.4,41.21,90.0,25.94,19.642,89.48,2799.2,43.58,28.04,0.000211,1.238,0.967,28.12,normal
405.79,178.41,129.12,40.53,88.5,24.398,19.632,89.24,2658.1,37.41,29.36,0.000223,1.235,1.002,30.42,normal
422.12,179.21,129.78,40.75,91.5,25.089,19.7,88.37,2723.8,40.22,28.74,0.000197,1.326,1.039,27.64,normal
419.54,178.68,131.02,39.54,91.64,25.094,19.465,89.24,2594.7,40.2,27.9,0.000185,1.134,1.011,26.83,normal
412.49,179.86,129.16,39.8,90.3,25.394,20.022,89.46,2774.0,41.08,29.72,0.000214,1.113,0.946,30.13,normal
413.73,177.36,130.95,39.88,89.68,25.71,20.699,89.36,2622.1,41.47,31.52,0.000184,1.303,1.035,31.55,normal
416.77,177.8,130.99,39.95,90.81,24.758,20.065,89.0,2540.9,40.4,30.82,0.000196,1.197,0.976,29.51,normal
421.54,183.19,131.27,41.17,89.73,25.607,19.409,91.77,2914.8,43.93,28.42,0.000157,1.177,1.008,31.79,normal
413.03,178.07,130.17,37.65,87.33,25.798,19.485,91.63,2740.9,41.49,30.47,0.000202,1.209,0.96,31.23,normal
415.52,178.35,133.89,40.03,90.73,26.07,19.811,90.7,2589.1,41.83,29.06,0.000172,1.13,1.032,32.3,normal
414.11,182.76,131.27,39.92,91.16,25.301,19.292,91.47,2885.4,40.43,28.5,0.000199,1.219,0.983,34.35,normal
425.21,184.36,130.39,38.63,91.87,25.094,20.152,92.12,2967.0,41.68,30.29,0.000167,1.196,1.036,35.23,normal
413.27,178.24,128.95,40.67,89.05,24.715,20.677,88.73,2681.9,38.93,30.83,0.000199,1.254,0.991,31.46,normal
407.24,179.45,129.88,39.28,90.29,24.125,19.712,89.88,2661.6,37.88,30.5,0.000227,1.243,0.981,29.08,normal
416.31,180.51,131.71,39.64,90.32,24.833,20.038,91.13,2690.5,38.61,30.2,0.000182,1.247,1.016,30.12,normal
417.85,182.59,132.05,41.85,90.11,25.067,19.786,91.34,2802.6,41.98,28.8,0.000172,1.21,0.957,33.15,normal
406.7,178.52,131.77,41.01,90.15,24.934,19.685,89.56,2547.7,39.52,29.48,0.000223,1.28,1.072,28.21,normal
405.26,179.63,130.94,40.57,90.05,25.359,20.095,89.98,2747.5,41.29,31.08,0.000227,1.229,1.007,32.9,normal
413.86,181.17,128.49,40.38,90.28,24.127,19.668,89.49,2836.3,36.73,28.43,0.000213,1.173,0.977,29.66,normal
420.06,180.65,130.58,39.84,90.96,24.891,19.596,90.22,2766.3,38.79,28.96,0.000186,1.16,0.984,30.45,normal
425.15,179.44,128.51,42.0,91.59,26.197,19.19,87.18,3023.3,43.51,28.68,0.000181,1.165,1.001,28.38,normal
416.38,179.8,128.22,40.8,89.02,25.597,20.032,89.09,2927.4,41.84,30.22,0.00019,1.229,1.04,27.35,normal
413.61,177.94,130.29,39.25,89.78,25.37,20.534,89.59,2694.0,41.93,31.9,0.000198,1.133,0.964,29.44,normal
425.47,179.64,130.63,38.6,89.45,25.234,20.354,91.11,2740.3,38.99,30.75,0.000148,1.208,0.985,32.61,normal
414.3,179.6,131.08,40.57,89.26,24.781,20.746,90.43,2641.1,38.42,30.79,0.000171,1.158,0.998,28.6,normal
409.12,180.35,130.6,39.94,87.9,23.948,19.663,91.55,2585.9,36.33,28.89,0.000238,1.137,1.062,33.23,normal
415.94,179.17,130.64,38.57,90.03,25.274,20.425,90.59,2675.3,40.91,30.71,0.000206,1.145,1.04,28.85,normal
410.76,180.71,128.82,40.43,90.62,23.531,19.449,89.23,2663.4,34.74,28.44,0.000237,1.199,1.064,27.86,normal
414.38,181.52,129.87,39.73,89.8,24.805,20.355,90.93,2782.0,39.34,30.52,0.00023,1.238,1.001,30.51,normal
412.05,180.23,128.19,40.53,89.99,24.998,20.822,88.95,2853.4,39.35,32.39,0.000191,1.166,1.057,31.36,normal
412.4,180.53,127.6,40.44,90.54,24.732,20.249,88.56,2880.1,39.1,30.4,0.000191,1.096,1.051,30.38,normal
407.1,180.08,130.89,39.39,91.83,26.303,20.831,89.86,2882.2,43.06,32.93,0.000229,1.358,1.028,30.3,normal
404.54,180.0,129.1,40.63,89.45,26.095,19.701,89.5,2886.1,42.2,29.69,0.000223,1.256,1.031,33.21,normal
410.01,178.92,131.05,39.5,88.48,25.62,19.933,90.99,2724.9,42.09,29.08,0.00023,1.247,0.976,30.19,normal
415.61,180.47,131.33,39.57,89.88,24.445,19.542,91.18,2651.0,39.53,29.78,0.0002,1.281,1.073,29.06,normal
414.36,179.85,129.26,39.47,92.45,26.153,20.017,88.59,2922.5,44.19,29.47,0.000204,1.205,0.99,27.73,normal
414.75,183.14,130.71,41.13,88.49,25.371,20.135,92.09,2923.7,42.19,29.47,0.000192,1.193,1.022,32.55,normal
417.14,182.36,129.21,39.72,90.85,24.435,20.013,90.5,2920.1,39.62,30.88,0.000198,1.268,1.027,29.15,normal
418.68,180.58,127.78,41.37,91.51,25.02,19.763,87.74,2882.4,39.9,28.89,0.000179,1.267,0.945,29.34,normal
410.82,178.86,130.15,41.78,86.92,25.575,19.755,90.14,2723.8,43.54,29.42,0.000198,1.231,0.998,32.1,normal
401.86,178.33,129.43,39.26,90.53,24.641,20.173,88.98,2654.2,39.73,29.44,0.000195,1.244,1.008,34.11,normal
413.88,181.79,129.47,37.08,90.78,25.084,19.92,91.7,2898.9,39.29,29.49,0.000186,1.138,0.995,30.5,normal
408.99,180.39,132.37,41.04,89.65,25.19,19.424,91.03,2668.1,39.88,28.37,0.000224,1.187,0.998,29.73,normal
420.37,180.72,128.17,39.66,89.16,24.339,19.051,90.03,2812.5,38.27,27.17,0.000158,1.285,1.06,29.99,normal
410.41,177.38,130.46,39.13,89.23,24.838,19.702,89.73,2579.9,40.42,28.79,0.00021,1.24,0.967,29.09,normal
415.46,181.39,128.81,39.41,89.57,24.385,19.309,90.6,2839.0,38.02,28.19,0.000172,1.127,0.949,29.29,normal
413.84,180.68,131.09,39.59,89.61,25.521,19.582,91.29,2783.3,40.54,29.67,0.000175,1.173,0.977,29.3,normal
412.65,178.33,130.36,41.3,89.36,24.455,19.788,89.02,2636.3,39.24,28.68,0.000177,1.277,1.03,31.82,normal
412.19,179.29,130.46,40.16,89.55,25.175,19.927,90.02,2718.1,39.39,27.78,0.000214,1.223,1.034,29.82,normal
429.07,180.4,128.87,41.28,91.55,24.166,19.667,88.21,2731.3,37.93,30.1,0.000132,1.209,1.024,32.72,normal
406.98,180.08,129.08,40.49,88.42,24.32,21.096,90.11,2765.9,38.11,32.5,0.000205,1.211,1.036,29.77,normal
412.37,179.56,131.11,39.69,87.73,24.291,19.369,91.63,2528.2,36.64,27.86,0.000201,1.196,1.01,29.27,normal
421.02,179.84,132.12,39.61,91.57,24.826,20.605,90.38,2572.6,41.28,31.22,0.000171,1.174,0.979,32.56,normal
411.16,179.62,130.58,40.56,89.75,25.108,19.919,89.94,2703.1,40.33,28.72,0.000205,1.158,0.962,30.04,normal
422.01,180.23,128.92,40.82,89.5,25.219,19.671,89.41,2811.2,39.45,28.8,0.000164,1.251,0.95,29.75,normal
417.38,182.21,130.41,41.0,89.86,23.937,20.294,90.87,2751.9,37.04,30.57,0.000199,1.212,0.991,30.07,normal
420.92,176.15,132.91,39.74,90.27,24.899,19.774,89.48,2391.5,37.98,29.74,0.000162,1.235,1.032,32.93,normal
400.64,179.64,130.12,40.18,89.32,24.55,19.597,90.14,2723.6,39.07,28.48,0.000262,1.227,1.009,30.61,normal
413.75,180.26,131.75,40.58,90.66,25.321,20.895,90.39,2685.0,41.79,30.51,0.000226,1.27,1.001,32.5,normal
410.52,180.44,129.11,39.62,88.75,24.839,18.903,90.59,2822.2,42.24,26.03,0.000207,1.223,0.958,29.53,normal
416.72,179.44,129.95,38.87,89.61,24.952,19.878,90.46,2755.2,39.96,30.56,0.000171,1.241,1.103,32.18,normal
416.32,177.36,130.74,39.19,87.12,24.553,20.095,90.9,2523.2,38.06,29.58,0.000192,1.208,0.967,30.48,normal
412.84,180.49,130.48,39.76,91.52,26.035,20.704,89.84,2894.3,43.24,32.36,0.000193,1.153,1.005,31.77,normal
410.72,182.59,129.08,40.66,89.77,24.23,19.801,90.6,2849.4,39.25,28.89,0.000207,1.189,1.04,31.93,normal
409.32,177.7,129.03,41.26,90.87,24.76,21.331,87.3,2690.6,39.81,34.34,0.000212,1.229,1.002,28.12,normal
410.97,181.3,131.19,38.64,90.62,25.065,20.38,91.61,2740.3,41.02,31.11,0.000207,1.234,0.968,30.14,normal
411.89,179.51,131.43,39.4,90.71,24.849,18.816,90.4,2581.8,40.33,25.72,0.00021,1.273,1.032,31.91,normal
405.82,179.91,131.81,39.64,89.99,24.542,19.273,91.04,2585.3,39.2,27.13,0.000195,1.177,0.946,32.23,normal
410.71,178.42,132.16,40.79,90.5,23.913,20.118,89.63,2430.8,35.52,29.13,0.00021,1.211,1.07,32.51,normal
409.07,179.5,130.16,39.47,88.75,24.585,19.428,90.72,2681.6,37.36,29.2,0.000181,1.194,1.011,30.21,normal
416.73,181.95,129.63,39.57,88.48,24.424,20.274,91.75,2825.1,36.78,29.74,0.000168,1.281,0.99,33.08,normal
404.96,180.87,131.62,38.59,89.87,26.008,19.773,92.02,2796.8,41.75,29.09,0.000255,1.219,0.943,28.69,normal
409.42,182.6,130.86,40.48,89.12,26.359,19.402,91.92,2970.6,42.92,28.34,0.000212,1.22,0.954,27.01,normal
406.62,181.77,128.82,39.84,91.85,24.97,19.518,89.45,2957.2,41.77,28.89,0.000254,1.198,0.998,29.44,normal
415.64,180.66,128.76,39.35,90.49,24.157,20.426,89.79,2754.1,36.9,30.79,0.000192,1.189,1.076,32.39,normal
392.25,182.62,130.59,39.74,89.07,25.443,18.989,92.19,2897.8,41.38,26.06,0.000272,1.128,1.009,27.83,normal
417.23,180.66,129.79,41.13,89.65,24.411,20.523,89.83,2741.6,38.08,30.46,0.000202,1.137,1.014,27.06,normal
408.07,181.24,129.97,39.0,90.17,24.67,20.537,91.02,2753.8,39.25,30.62,0.000234,1.209,1.015,26.56,normal
410.4,179.56,131.29,39.16,89.91,24.623,19.834,90.88,2593.2,38.99,27.44,0.000201,1.203,1.095,31.47,normal
410.12,180.1,130.91,41.25,90.35,24.7,19.298,89.7,2696.7,37.88,28.48,0.000205,1.209,0.982,27.1,normal
405.1,178.95,131.6,40.08,90.09,24.787,20.278,90.19,2552.1,39.99,31.16,0.000197,1.247,1.063,31.1,normal
416.25,181.48,127.68,40.67,88.19,24.212,19.757,90.12,2826.0,37.08,28.49,0.000185,1.205,0.984,29.34,normal
410.5,178.23,130.3,40.4,87.2,24.579,19.242,90.46,2581.0,38.08,29.03,0.000229,1.183,0.972,28.46,normal
410.17,181.17,130.83,39.96,89.51,25.612,20.955,91.26,2844.2,41.47,32.54,0.0002,1.19,0.997,28.0,normal
405.02,179.71,128.17,39.65,90.73,24.98,19.558,88.75,2874.0,40.75,29.49,0.000225,1.212,0.997,30.41,normal
408.84,181.76,129.21,40.83,89.53,25.075,19.264,90.29,2908.8,39.59,28.66,0.000227,1.181,1.022,28.49,normal
410.52,181.13,128.99,41.16,91.61,23.661,20.143,88.67,2729.3,36.32,30.28,0.000242,1.253,0.907,29.99,normal
415.06,182.73,130.03,41.08,89.94,25.569,19.966,90.85,2934.0,42.06,28.29,0.000213,1.199,1.006,30.8,normal
424.03,181.1,131.95,38.81,91.76,24.589,20.743,91.22,2664.0,39.08,32.2,0.000155,1.213,0.976,31.23,normal
422.57,177.64,132.43,41.3,91.5,25.674,19.81,88.61,2520.3,42.17,29.91,0.00019,1.159,0.971,31.87,normal
416.67,179.9,129.02,39.64,91.37,25.093,19.815,88.96,2836.0,38.86,28.98,0.000199,1.253,0.948,30.33,normal
417.41,178.24,130.63,39.24,88.44,24.663,20.168,90.59,2586.6,39.16,30.58,0.0002,1.272,0.985,27.9,normal
406.56,179.22,130.67,39.83,90.02,23.993,20.1,90.02,2561.3,36.23,30.25,0.00024,1.132,0.979,30.93,normal
405.73,182.27,130.47,40.83,91.59,26.305,20.115,90.15,3013.0,42.08,29.55,0.000234,1.22,0.983,31.31,normal
418.13,180.96,130.48,40.54,90.35,25.482,20.136,90.27,2815.1,40.94,30.29,0.000196,1.195,0.934,29.64,normal
396.86,178.95,130.36,39.74,90.72,25.518,20.082,89.42,2713.1,40.98,29.82,0.000273,1.214,1.004,29.42,normal
416.33,178.48,132.03,40.84,88.2,26.091,19.792,90.73,2638.0,46.16,29.74,0.00019,1.223,0.968,34.95,normal
411.79,180.05,131.32,40.14,92.49,25.134,20.416,89.36,2747.8,41.36,30.66,0.000192,1.088,0.935,27.41,normal
419.86,178.18,128.73,39.43,88.97,25.811,19.82,89.25,2801.0,43.15,28.95,0.000167,1.238,0.978,30.99,normal
422.04,178.99,130.95,39.29,87.41,24.713,20.402,91.62,2602.3,38.77,29.78,0.000153,1.256,0.969,32.09,normal
419.62,180.47,131.07,40.41,89.54,25.443,20.694,90.79,2785.7,41.1,33.66,0.000165,1.261,1.002,29.32,normal
407.65,181.73,130.38,39.92,86.82,24.622,19.661,92.67,2782.2,41.49,28.73,0.00023,1.153,0.978,29.66,normal
411.22,180.91,131.36,38.62,88.59,24.698,21.202,92.53,2622.9,38.5,32.42,0.000222,1.198,0.942,29.2,normal
420.18,176.56,130.23,40.85,93.33,25.058,19.644,86.27,2615.2,40.42,29.53,0.000173,1.173,0.964,30.0,normal
406.74,180.46,130.24,39.52,89.51,24.24,19.647,90.84,2663.5,39.68,29.2,0.000203,1.104,0.931,31.8,normal
408.58,180.11,130.15,41.59,88.14,25.198,20.27,90.25,2744.5,39.85,31.17,0.000224,1.169,1.045,29.6,normal
421.84,180.62,127.58,38.6,90.03,24.813,20.221,89.78,2890.6,39.61,31.12,0.000139,1.146,1.052,36.22,normal
404.75,182.42,129.9,39.82,88.83,23.807,20.036,91.83,2735.4,36.61,30.97,0.000253,1.217,1.057,29.09,normal
405.87,176.91,129.2,39.3,91.12,24.725,20.409,87.82,2580.2,38.32,30.26,0.000232,1.118,0.976,32.76,normal
413.84,179.11,128.58,39.02,88.84,24.793,20.126,89.91,2760.0,40.18,30.46,0.000224,1.151,1.052,31.09,normal
406.51,180.89,131.72,39.51,90.35,25.512,21.033,91.37,2703.7,40.37,31.58,0.000236,1.174,1.016,30.22,normal
427.5,177.63,130.61,41.77,88.51,25.171,19.973,88.98,2626.0,41.27,29.68,0.000139,1.239,0.967,32.94,normal
410.16,182.21,129.96,40.14,93.38,25.868,19.573,89.33,3002.2,42.97,29.39,0.000193,1.339,0.975,26.8,normal
405.39,180.55,129.32,39.21,90.65,25.312,19.724,90.01,2802.2,41.8,28.54,0.000238,1.215,0.993,30.85,normal
410.42,181.27,130.36,38.17,89.81,24.668,20.236,91.82,2776.7,38.85,32.42,0.0002,1.148,1.004,28.57,normal
410.66,179.14,131.19,38.28,89.62,24.965,20.243,91.21,2608.1,40.29,30.67,0.000222,1.166,1.015,29.13,normal
400.83,181.22,129.01,39.46,89.28,24.791,20.103,90.74,2834.6,40.43,28.83,0.000243,1.233,1.0,29.03,normal
402.44,181.6,129.99,39.37,89.01,25.293,19.575,91.61,2882.3,39.44,29.43,0.000221,1.133,0.986,28.07,normal
411.66,180.35,131.04,39.78,88.98,25.036,20.554,91.32,2741.8,38.89,33.29,0.000192,1.255,1.054,26.69,normal
412.17,180.35,127.68,37.73,92.18,24.623,20.968,89.06,2863.3,39.5,30.88,0.000217,1.214,0.995,30.78,normal
418.33,180.41,129.93,39.91,89.28,25.005,20.015,90.57,2735.0,40.84,30.61,0.00015,1.194,0.993,29.87,normal
411.41,178.7,129.48,41.03,87.23,25.277,20.905,89.96,2739.0,40.94,31.7,0.000215,1.116,0.991,29.4,normal
406.46,179.78,129.84,41.62,88.48,24.396,20.433,89.75,2695.0,39.2,31.14,0.000222,1.246,0.995,31.52,normal
405.06,179.77,129.4,38.11,91.21,25.19,21.109,89.92,2768.4,40.19,32.01,0.000205,1.162,0.946,30.9,normal
410.4,180.58,130.17,39.2,89.67,24.053,20.236,90.93,2642.1,38.58,31.32,0.000235,1.208,0.96,29.47,normal
414.02,181.5,132.31,39.15,89.83,25.663,20.068,92.42,2775.2,41.86,29.93,0.000208,1.192,1.098,36.1,normal
411.93,178.41,129.61,40.15,91.52,25.316,20.421,88.17,2735.2,40.14,32.08,0.000204,1.121,0.934,32.04,normal
403.85,179.81,130.35,38.78,88.99,25.978,19.783,91.2,2809.8,44.28,28.59,0.000255,1.188,1.011,34.89,normal
416.97,182.22,132.39,41.68,90.82,24.33,20.204,91.06,2674.3,38.92,30.39,0.000171,1.139,1.014,29.17,normal
401.72,178.88,129.34,40.04,89.13,25.68,20.665,89.52,2761.3,41.53,29.97,0.000242,1.167,1.041,30.5,normal
411.46,178.77,132.18,39.88,90.75,25.561,20.41,90.14,2628.1,41.2,33.19,0.000239,1.222,1.015,27.52,normal
408.16,180.3,130.01,41.59,89.49,24.891,19.985,89.61,2699.6,40.29,31.49,0.000225,1.235,1.076,29.34,normal
416.37,181.27,132.14,39.98,89.69,24.774,20.1,91.87,2686.9,38.35,32.01,0.000188,1.199,1.01,28.83,normal
409.1,180.02,130.9,40.4,91.07,24.349,20.379,89.72,2657.5,38.46,32.26,0.00021,1.156,1.054,35.99,normal
418.77,181.99,130.37,39.25,90.97,24.193,20.362,91.07,2742.7,37.54,30.51,0.000176,1.168,1.042,28.62,normal
420.32,181.29,129.92,38.63,89.78,24.549,20.375,91.4,2790.8,38.93,30.98,0.000183,1.167,1.062,29.53,normal
412.84,181.26,129.25,39.39,89.39,24.247,20.17,90.86,2781.8,35.83,30.69,0.000204,1.093,1.001,27.09,normal
418.85,180.83,130.09,42.19,92.08,25.957,19.588,88.33,2856.3,41.89,29.2,0.000173,1.204,1.016,31.07,normal
417.55,183.49,131.08,40.63,90.77,24.099,19.667,91.58,2743.5,37.7,28.23,0.000193,1.117,0.985,28.2,normal
421.39,179.69,129.98,40.27,89.49,25.089,20.231,89.96,2732.8,41.31,29.71,0.000167,1.204,1.006,31.84,normal
413.71,176.99,129.62,39.02,89.15,25.261,20.416,89.21,2628.4,40.62,30.06,0.00022,1.127,1.009,26.42,normal
405.93,182.41,129.7,40.91,91.33,25.214,20.351,89.93,2900.3,41.34,30.61,0.000249,1.14,0.917,29.76,normal
403.19,179.31,131.19,38.64,90.15,25.267,19.662,90.85,2638.4,39.29,28.84,0.000266,1.233,0.994,26.31,normal
419.15,180.16,131.47,38.43,89.79,25.568,19.924,91.7,2653.2,41.2,29.43,0.000169,1.201,1.036,29.02,normal
420.74,181.96,129.2,39.44,90.15,24.732,19.413,90.78,2921.2,39.51,28.63,0.000174,1.106,0.946,29.43,normal
411.37,177.6,129.2,41.95,90.44,25.053,19.304,87.2,2718.7,40.09,27.04,0.000199,1.172,0.961,28.8,normal
410.8,178.12,130.46,41.9,89.93,24.824,20.041,88.38,2577.9,40.26,29.43,0.000225,1.213,1.046,29.0,normal
422.5,177.6,131.83,39.55,91.56,25.782,20.679,89.12,2552.5,42.02,31.25,0.000197,1.169,1.054,31.94,normal
408.84,178.81,131.38,39.33,91.64,26.26,20.05,89.59,2784.0,43.45,30.79,0.000232,1.183,0.975,34.35,normal
404.78,180.66,128.5,38.36,90.69,24.284,20.954,90.05,2723.1,38.61,32.78,0.000219,1.212,1.007,30.68,normal
420.32,180.79,129.68,40.08,91.79,23.781,19.918,89.3,2704.5,36.02,30.05,0.00015,1.202,0.997,28.28,normal
414.46,180.41,128.88,40.16,90.01,25.341,20.016,89.56,2892.0,40.08,29.3,0.000205,1.15,1.047,30.13,normal
416.0,177.88,129.68,40.79,90.9,25.642,19.504,87.93,2708.7,42.33,28.71,0.000166,1.201,0.979,29.29,normal
411.25,176.53,131.93,40.91,91.31,26.174,19.826,88.09,2610.6,42.48,28.91,0.000186,1.186,0.985,31.78,normal
408.86,180.08,128.29,39.8,91.32,25.443,19.405,88.62,2879.0,42.7,27.82,0.000191,1.286,1.054,30.58,normal
407.69,179.29,128.06,40.56,91.19,25.837,19.227,87.8,2937.5,40.6,28.24,0.000226,1.195,0.96,26.84,normal
418.86,180.69,129.01,39.3,90.82,25.996,19.414,89.79,2948.3,42.62,27.92,0.000203,1.207,0.98,32.2,normal
412.53,181.05,130.34,40.54,92.54,25.879,20.043,89.16,2850.5,44.19,30.03,0.000189,1.213,1.005,31.93,normal
405.35,180.21,130.74,39.49,89.3,25.529,19.632,91.08,2839.3,43.51,28.8,0.000266,1.184,1.061,32.99,normal
415.76,181.14,130.52,40.46,89.8,24.231,19.75,90.7,2676.9,37.72,28.39,0.000177,1.164,0.952,28.97,normal
409.26,180.34,131.41,40.38,89.72,24.995,20.205,90.83,2677.9,41.09,30.09,0.000212,1.223,0.972,30.6,normal
410.96,180.8,127.88,40.07,89.52,25.18,19.226,89.53,2955.5,41.3,27.49,0.000223,1.223,1.024,27.63,normal
405.28,178.94,131.43,40.79,87.41,24.94,20.041,91.08,2644.4,39.34,29.8,0.000208,1.304,1.03,29.9,normal
423.58,179.73,129.63,38.43,91.79,24.977,20.424,89.56,2713.7,40.4,29.71,0.000176,1.237,1.008,30.79,normal
419.32,180.3,130.88,38.94,88.67,25.94,20.467,91.79,2863.4,41.89,30.69,0.000175,1.238,0.995,28.73,normal
413.34,181.23,128.41,39.73,90.22,24.546,20.258,89.84,2852.1,37.14,31.43,0.000222,1.236,1.005,30.68,normal
405.98,179.41,130.01,38.56,88.15,25.479,19.974,91.35,2766.7,41.9,30.28,0.000235,1.165,0.94,30.34,normal
414.53,180.78,130.28,39.59,90.81,25.19,19.688,90.33,2793.5,41.11,28.84,0.000202,1.137,1.004,29.1,normal
422.84,179.6,131.39,39.63,88.98,24.485,19.959,91.19,2596.7,37.34,28.95,0.000164,1.15,1.059,32.79,normal
411.86,179.82,128.1,41.31,88.52,24.354,20.827,89.03,2724.6,38.02,32.35,0.000204,1.234,0.947,29.53,normal
401.2,181.24,130.04,40.14,90.25,23.979,20.137,90.44,2713.6,35.92,31.14,0.000249,1.271,0.969,30.27,normal
413.7,177.01,128.7,41.03,89.09,25.291,19.947,87.79,2694.3,40.38,31.07,0.000173,1.237,0.984,27.07,normal
412.21,178.06,130.61,40.3,89.25,24.962,20.282,89.55,2594.7,39.45,30.35,0.000194,1.192,0.987,31.04,normal
412.89,177.78,130.93,39.46,90.22,24.505,20.025,89.5,2531.5,39.33,29.22,0.000205,1.284,1.074,29.05,normal
406.15,176.5,131.54,40.13,91.04,23.874,20.113,88.4,2355.0,36.32,30.69,0.000236,1.178,0.963,31.91,normal
413.04,178.98,129.36,40.73,88.94,25.26,19.877,89.34,2755.5,39.49,29.96,0.000187,1.143,0.955,27.38,normal
412.54,181.12,131.11,41.19,88.71,24.896,19.793,91.16,2751.7,41.42,29.45,0.000218,1.213,1.031,30.86,normal
403.46,179.57,131.63,39.87,90.03,24.572,20.498,90.65,2584.7,39.27,30.85,0.000245,1.265,0.974,25.64,normal
417.59,180.3,128.03,38.35,90.7,24.422,19.025,89.64,2784.9,39.25,26.37,0.000159,1.158,1.032,31.23,normal
422.83,181.63,130.73,38.28,91.9,24.857,20.239,91.09,2806.2,40.2,31.19,0.000164,1.115,0.992,29.65,normal
414.96,181.99,131.15,39.67,88.61,25.282,19.762,92.43,2795.6,41.76,30.08,0.000201,1.202,1.018,30.8,normal
402.44,179.9,129.69,37.66,89.59,24.802,19.047,91.17,2771.0,39.87,27.19,0.000233,1.239,0.937,28.8,normal
405.27,182.03,128.55,41.8,91.53,24.287,19.513,88.61,2847.4,38.43,30.07,0.000213,1.052,1.018,28.1,normal
402.46,180.14,131.13,40.6,92.57,24.965,19.982,89.05,2717.9,40.03,30.14,0.000235,1.249,1.009,29.13,normal
